,shop_id,address,城市,company_registered_address,abbreviation,name,总计,通过数,拒绝数,接受数,接受金额,longitude,latitude
1033,19212205,厦门市厦门市思明区白鹭洲东路68号一层、二层,厦门市,厦门市思明区白鹭洲东路68号一层、二层,厦门千慕,厦门市千慕美容服务有限公司,229,104,125,99,2318607.00元,24.47491,118.09654
1034,19212206,金华市义乌市稠城街道中西路108号,金华市,浙江省义乌市稠城街道中西路108号,义华之美,义乌华之美医疗美容诊所有限公司,19,14,5,14,264960.00元,29.30106,120.06762
1035,19212207,武汉市武汉市洪山区雄楚大街938号洪福添美城市广场综合楼10栋10层01和02室,武汉市,武汉市洪山区雄楚大街938号洪福添美城市广场综合楼10栋10层01和02室,颜范天美,武汉洪山区颜范天美医疗美容门诊部有限公司,112,61,51,59,1166348.00元,30.4973,114.39835
1036,19212208,重庆重庆市江北区北城天街46号1栋40-1,重庆,重庆,重庆木槿,重庆木槿医疗美容门诊部有限公司,20,3,17,3,46480.00元,29.57963,106.54359
1037,19212209,惠州市惠州市惠城区鹅岭南路62号之一,惠州市,惠州市惠城区鹅岭南路62号之一,惠城韩美,惠城区韩美医疗美容门诊部,85,37,48,35,879688.00元,23.06833,114.39284
1038,19212210,重庆江北区北城天街7号节能大厦5楼,重庆,江北区北城天街7号,瑞丽门诊,江北区瑞俪门诊部,28,18,10,18,262054.00元,29.57843,106.53307
1039,19212211,长沙市长沙市雨花区湘府中路18号德思勤城市广场B1B2栋609、614-616,长沙市,长沙市雨花区湘府中路18号德思勤城市广场B1B2栋609、614-616,长沙秀美,长沙秀美医疗美容有限公司,15,7,8,7,89690.00元,28.1116,113.01331
1040,19212213,济南市山东省济南是市中区英雄山路248-7号1201A1,济南市,山东省济南是市中区英雄山路248-7号1201A1,鲁济上玺,济南上玺医疗美容有限公司,4,2,2,2,60000.00元,36.60597,117.00455
1041,19212214,杭州市拱墅区湖墅南路206号二层,杭州市,拱墅区湖墅南路206号二层,杭州健丽,杭州健丽健康咨询有限公司湖墅南路医疗美容诊所,15,7,8,7,68000.00元,30.28252,120.15331
1042,19212215,杭州市拱墅区益乐路317号、丰登街122号二层,杭州市,拱墅区益乐路317号、丰登街122号二层,杭州静丽,杭州静丽医疗科技有限公司丰登街医疗美容诊所,18,13,5,13,245780.00元,30.29896,120.11355
1043,19212217,广州市广州市越秀区东风东路754号之七三层,广州市,,广州倍生,广州倍生医疗美容门诊部（普通合伙）,82,51,31,48,884738.00元,23.13123,113.3008
1044,19212218,杭州市杭州经济开发区柠檬郡家园3幢,杭州市,杭州经济技术开发区柠檬郡家园3幢,杭江南西,杭州江南西健康管理有限公司幸福南路医疗美容门诊部,19,11,8,11,245740.00元,30.351589,120.196922
1045,19212220,长沙市长沙市开福区芙蓉北路街道福元西路148号万科城万科金MALL坊9017、9019、9020、9022、9023、9025-9033房,长沙市,长沙市开福区芙蓉北路街道福元西路148号万科城万科金MALL坊9017、9019、9020、9022、9023、9025-9033房,长沙研美,长沙市开福区研美医疗美容服务有限公司,64,51,13,49,1083112.00元,28.2498,112.99536
1046,19212221,岳阳市湖南省岳阳市岳阳楼区岳阳大道西金虹广场二层西面（花板桥社区）,岳阳市,湖南省岳阳市岳阳楼区岳阳大道西金虹广场二层西面（花板桥社区）,岳蕾特恩,岳阳楼区蕾特恩美容馆,15,8,7,7,64506.00元,29.357651,113.138359
1047,19212222,杭州市杭州经济技术开发区万亚名城3幢230-233室,杭州市,杭州经济技术开发区万亚名城3幢230-233室,杭州千晴,杭州千晴医疗科技有限公司下沙医疗美容诊所,58,33,25,33,596700.00元,30.30895,120.329117
1048,19212223,苏州市苏州市相城区元和街道润元路366号哥伦布邻街2002号,苏州市,苏州市相城区元和街道润元路366号哥伦布邻街2002号,蕾特恩,相城蕾特恩,8,6,2,6,61540.00元,31.353531,120.622864
1049,19212224,广州市广州市天河区天河北路685-689号5楼,广州市,广州市天河区天河北路685-689号5楼（部位：自编12单元）,广州翊美,广州翊美医疗美容门诊部有限公司,6,0,6,0,0.00元,23.14209,113.34196
1050,19212225,东莞市东莞市厚街镇厚街社区万达广场6栋2层58-69号,东莞市,东莞市厚街镇厚街社区万达广场6栋2层58-69号,dgle,东莞市厚街罗恩医疗美容门诊部,7,1,6,1,20000.00元,22.942369,113.672638
1051,19212226,东莞市东莞市东城街道主山东纵路208号万达广场室外步行街首层4栋023号商铺,东莞市,东莞市东城街道主山东纵路208号万达广场室外步行街首层4栋023号商铺,dgsr,东莞市东城索尔美容店,3,1,2,1,17360.00元,23.028139,113.783234
1052,19212227,广州市广州高新技术产业开发区科学大道111号主楼901房,广州市,广州高新技术产业开发区科学大道111号主楼901房,沃德医疗,广州市沃德干细胞医疗科技有限公司,32,19,13,18,302170.00元,23.1663,113.43908
1053,19212228,上海上海市杨浦区四平路2500号1502,上海,,sor,上海市杨浦区恩科美容院,124,102,22,100,1114580.00元,31.298822,121.515647
1054,19212229,广州市40家直营店,广州市,,广州瑶芳,莆田市城厢区瑶芳美容有限公司,397,245,152,243,2175436.00元,23.15357,113.225594
1055,19212230,重庆重庆市江北区观音桥组团龙湖新壹街,重庆,重庆市,渝刘晓伟,江北刘晓伟长良医疗美容诊所,19,10,9,10,130652.00元,29.581371,106.526611
1056,19212231,西安市西安经济技术开发区凤城七路59号明丰国际广场10803室,西安市,西安经济技术开发区凤城七路59号明丰国际广场10803室,华医美,西安华医美医疗美容有限公司,456,342,114,341,6877710.00元,34.336883,108.939807
1057,19212232,惠州市惠州市麦地路58号风尚国际大厦第三层,惠州市,惠州市,惠州雅涵,惠州市雅涵医疗投资有限公司,80,56,24,54,1167200.00元,23.07465,114.41363
1058,19212233,西安市西安碑林西美整形外科门诊部,西安市,西安市碑林区东木头市192号,西安西美,西安碑林西美整形外科门诊部,3,0,3,0,0.00元,34.255939,108.948387
1059,19212234,丽水市浙江省丽水市莲都区大猷街23/25号,丽水市,浙江省丽水市莲都区大猷街23/25号,丽水华美,丽水华美整形外科门诊部有限公司,5,2,3,2,9800.00元,28.4386,119.917503
1060,19212235,宁波市宁波市鄞州区四明西路124号,宁波市,宁波市鄞州区钟公庙街道四明西路124号,宁波童颜,宁波鄞州童颜依美医疗美容门诊有限公司,72,34,38,34,670600.00元,29.799935,121.449949
1061,19212236,长沙市长沙市岳麓区保利西海岸小区A区142号,长沙市,长沙市岳麓区保利西海岸小区A区142号,湘赫美,湖南赫美医疗美容有限公司,32,12,20,12,258100.00元,28.222031,112.961159
1062,19212237,宁波市宁波市江北区人民路107号,宁波市,宁波市江北区人民路107,宁波建国,宁波江北建国医疗美容门诊部,17,7,10,7,150800.00元,29.87773,121.55981
1063,19212238,杭州市拱墅区假山路93号,杭州市,拱墅区假山路93号,杭州君曼,杭州君曼医疗美容诊所,14,10,4,10,201800.00元,30.29501,120.15466
1064,19212244,常州市常州市新北区府西花园1-302,常州市,常州市新北区府西花园1-302,常州德尔,常州德尔美客医疗美容门诊部有限公司,1,1,0,1,10000.00元,31.81477,119.970047
1065,19212245,无锡市无锡淘沙港B块3号楼二楼,无锡市,无锡淘沙港B块3号楼二楼,无锡优恩,无锡优恩医疗美容门诊部有限公司,52,35,17,35,854200.00元,31.539116,120.320503
1066,19212246,无锡市无锡市中山路823号一楼。825,无锡市,无锡市中山路823号一楼。825,无佳士洁,无锡佳士洁口腔门诊有限公司,41,29,12,29,386708.00元,31.58881,120.2927
1067,19212247,郑州市郑州市中原区桐柏南路120号,郑州市,郑州市中原区桐柏南路120号,郑州禾丽,郑州荣美会健康管理咨询有限公司,167,137,30,137,2350853.00元,34.71296,113.61336
1068,19212248,"武汉市武汉市江岸区沿江大道229号外滩棕榈泉（滨江花园）1,2,3号裙楼2层商1号",武汉市,湖北武汉,鄂美帝尔,武汉美帝尔医疗美容有限公司,50,15,35,13,282400.00元,30.60066,114.30943
1069,19212249,郑州市郑州市郑东新区商鼎路6号3号楼2层201、5号楼205,郑州市,郑州市郑东新区商鼎路6号3号楼2层201、5号楼205,曼蒂医疗,郑州市郑东新区曼蒂医疗美容门诊部,93,66,27,66,1275332.00元,34.75568,113.72987
1070,19212250,西安市西安市高新区科技路30号,西安市,西安高新区科技路30号,西安俪人,西安俪人医院有限公司,33,10,23,10,105339.00元,34.23,108.90636
1071,19212251,郑州市郑州市郑东新区寿丰街50号凯利国际A座2517号,郑州市,郑州市郑东新区寿丰街50号凯利国际A座2517号,舜颜医疗,郑州市郑东新区舜颜医疗美容诊所,4,4,0,4,75000.00元,34.747,113.77639
1072,19212252,上海上海市长宁区仙霞路333号东方维京大厦2层,上海,上海市长宁区仙霞路333号二层,沪美希,上海美希医疗美容门诊部有限公司,215,102,113,99,2503560.00元,31.20598,121.39888
1073,19212253,西安市陕西省西安市碑林区长安北路1号会展国际裙楼1-5楼,西安市,陕西省西安市碑林区长安北路1号会展国际裙楼1-5楼,高一生,陕西高一生医疗美容医院有限公司,34,14,20,14,213205.00元,34.23159,108.9472
1074,19212254,北京北京市朝阳区东三环中路39号院7号楼3层7310,北京,北京市朝阳区东三环中路39号院7号楼3层7310,京丽港医,北京丽港医院美容诊所,58,27,31,27,558600.00元,39.90587,116.45863
1075,19212257,深圳市深圳市罗湖区桂园街道4003深南东路号世界金融中心A座一层105单元,深圳市,深圳市罗湖区桂园街道4003深南东路号世界金融中心A座一层105单元,青逸医疗,深圳青逸医疗美容门诊部,63,41,22,40,714768.00元,22.54234,114.11443
1076,19212258,济南市济南市历下区泉城路73号,济南市,济南市历下区泉城路73号,济南鹏爱,济南鹏爱美容整形医院有限公司,24,10,14,10,201650.00元,36.66579,117.02912
1077,19212259,石家庄市河北省石家庄市桥西区裕华西路15号万象国际中心A座15层03室,石家庄市,河北省石家庄市桥西区裕华西路15号万象国际中心A座15层03室,谛雅医疗,石家庄谛雅医疗美容有限公司,1,0,1,0,0.00元,38.03619,114.4798
1078,19212260,长沙市长沙市雨花区韶山中路448号融科三万英尺公寓6号栋住宅2904房,长沙市,长沙市雨花区韶山中路448号融科三万英尺公寓6号栋住宅2904房,湘蕾特恩,湖南蕾特恩美容有限公司,66,44,22,43,345529.00元,28.158182,112.99328
1079,19212261,长沙市湖南省长沙市雨花区劳动东路220号旭辉国际广场C3栋12层1201-1204号房,长沙市,湖南省长沙市雨花区劳动东路220号旭辉国际广场C3栋12层1201-1204号房,sckl,长沙市雨花区张解生医疗美容诊所,1,1,0,1,6800.00元,28.15718,113.03083
1080,19212262,南昌市江西省南昌市青山湖区南京路188号,南昌市,江西省南昌市青山湖区南京路188号,痘肤堂,南昌痘肤堂医学研究院,98,85,13,85,600336.00元,28.681549,115.940201
1081,19212263,南京市南京市玄武区黄浦路2号黄埔大厦25楼,南京市,南京市玄武区黄浦路2号黄埔大厦25楼,七度医疗,南京玄武七度医疗美容诊所有限公司,4,2,2,2,50000.00元,32.04259,118.81148
1082,19212265,赣州市赣州市章贡区赣江源大道8号云星中央城（工商银行旁）,赣州市,江西省赣州市章贡区赣江源大道8号云星中央星城11#楼一层3#商业,赣州虔美,赣州虔美医疗美容门诊部,9,4,5,4,103000.00元,25.8193,114.94934
1083,19212266,海口市海口市美兰区大英山东一路7号国瑞城雅士苑3栋10号铺,海口市,海口市美兰区大英山东一路7号国瑞城雅士苑3栋10号铺,唯美馨,海口唯美馨医学美容门诊部有限公司,29,14,15,14,323300.00元,20.02059,110.35595
1084,19212267,海口市海南省海口市美兰区大英山东一路10号1.2层,海口市,海南省海口市美兰区大英山东一路10号1.2层,颜值国际,海南瑞韩医学美容有限公司颜值医疗美容诊所,142,86,56,86,1722331.00元,20.01905,110.35186
1085,19212268,海口市海南省海口市龙华区滨海大道泰华路26号,海口市,海南省海口市龙华区滨海大道泰华路26号,伊佳医疗,海南伊佳医疗美容医院有限公司,2,1,1,1,3550.00元,20.03996,110.32782
1086,19212269,上海上海嘉定工业园区群裕路56-60号,上海,上海嘉定工业园区群裕路56-60号,爱丽姿,上海爱丽姿医疗美容医院,8,6,2,6,61500.00元,31.371863,121.25186
1087,19212270,深圳市深圳市南山区粤海街道海德三道天利名城B座6楼601、602、603A,深圳市,深圳市南山区粤海街道海德三道天利名城B座6楼601、602、603A,南雅医疗,深圳南雅医疗美容门诊部,5,1,4,1,34000.00元,22.518341,113.935333
1088,19212271,东莞市东莞市南城街道鸿福西路天诚康桥华苑商住楼201号,东莞市,东莞市南城街道鸿福西路天诚康桥华苑商住楼201号,韩美医疗,东莞市韩美美容医院有限公司,77,27,50,27,431490.00元,23.018021,113.737457
1089,19212272,郑州市郑州市二七区大学南路8号8号楼1-2层110、111商铺,郑州市,郑州市二七区大学南路8号8号楼1-2层110、111商铺,二七巨星,郑州市二七区魏喜洲医疗美容诊所,10,3,7,3,44780.00元,34.71618,113.64359
1090,19212273,海口市海口市大英路5号,海口市,海口市大英路5号,添美整形,海口美兰添美整形外科诊所,4,1,3,1,20000.00元,20.02576,110.34151
1091,19212274,海口市海口市文华路13号华亭嘉园一层c房,海口市,海口市文华路13号华亭嘉园一层c房,伊人医疗,海口伊人医疗美容门诊部有限公司,12,4,8,4,75800.00元,20.01737,110.30178
1092,19212275,长沙市长沙市开福区湘雅路街道芙蓉中路一段416号泊富商业广场写字楼21楼21023号房,长沙市,长沙市开福区湘雅路街道芙蓉中路一段416号泊富商业广场写字楼21楼21023号房,长沙美研,湖南美研医疗美容有限公司,10,4,6,4,34220.00元,28.208918,112.985276
1093,19212276,苏州市苏州市干将西路251号,苏州市,苏州市干将西路251号,苏州康美,苏州康美美容医院有限公司,102,67,35,67,991050.00元,31.30481,120.61343
1094,19212277,衡阳市衡阳市石鼓区解放路66号中建大厦14层14004号至14008号,衡阳市,衡阳市石鼓区解放路66号中建大厦14层14004号至14008号,衡阳华美,衡阳华美魅力医疗美容有限公司,40,24,16,24,372111.00元,26.8961,112.60376
1095,19212278,温州市浙江省温州市南塘大道塘东大楼,温州市,浙江省温州市南塘大道塘东大楼,温州东方,温州百佳东方妇产医院有限公司,46,14,32,14,267300.00元,27.978889,120.679451
1096,19212280,九江市江西省九江市浔阳东路53号（龙山小学斜对面）,九江市,江西省九江市浔阳东路53号,九江协和,浔阳区协和瑞美医疗美容门诊部,127,96,31,95,1565456.00元,29.72359,115.99919
1097,19212281,西安市西安经济技术开发区文景路与凤城九路十字东北角绿地海珀兰轩7号会所,西安市,西安经济技术开发区文景路与凤城九路十字东北角绿地海珀兰轩7号会所,梧桐树,西安梧桐树医疗美容有限公司,6,2,4,2,30240.00元,34.34745,108.93824
1098,19212282,成都市四川省遂宁市船山区凯旋路油房街口凯兴小区9号楼层5-4号,成都市,四川省遂宁市船山区凯旋路油房街口凯兴小区9号楼层5-4号,遂蕾特恩,船山区蕾特恩美容院,18,11,7,11,69964.00元,30.50219,105.58402
1099,19212283,成都市成都市锦江区庆云南街69号2栋29楼2901-2903,成都市,成都市锦江区庆云南街69号2栋29楼2901-2903,成圣柏俐,成都圣柏俐医学美容门诊部有限公司,9,7,2,7,96498.00元,30.66116,104.0863
1100,19212284,福州市福建省福州市晋安区岳峰镇连江北路与化工路交叉处东二环泰禾广场一期7#楼1-2层01商铺,福州市,福建省福州市晋安区岳峰镇连江北路与化工路交叉处东二环泰禾广场一期7#楼1-2层01商铺,福州千慕,晋安区千慕医疗美容门诊部,92,33,59,32,632600.00元,26.08887,119.33441
1101,19212285,郑州市郑州市中原区陇海路。桐柏路东。文化宫路西4栋28层2802号,郑州市,郑州市中原区陇海路南，桐柏路东，文化宫路西4栋28层2802号,黄红军,郑州市中原区黄红军医疗美容诊所,2,0,2,0,0.00元,34.736561,113.616859
1102,19212286,南宁市南宁市青秀区东葛路29-1号荣和中央公园,南宁市,南宁市青秀区东葛路29-1号荣和中央公园,桂千美子,南宁千美子医疗美容诊所,14,9,5,9,163000.00元,22.81854,108.33867
1103,19212287,郑州市郑州市郑东新区商务外环路5号3层301.303.304号,郑州市,郑州郑东新区商务外环路5号3层301.303.304,爱美丽整,郑州市郑东新区爱美丽医疗美容门诊部,120,58,62,57,1300200.00元,34.77014,113.71911
1104,19212288,重庆重庆市江北区北城天街15号附1号,重庆,重庆市江北区北城天街15号附1号,名桥医疗,重庆名桥医疗美容门诊部,490,340,150,331,9512604.00元,29.58118,106.53815
1105,19212289,南昌市江西省南昌市红谷滩新区赣江新天地5号,南昌市,江西省南昌市红谷滩新区赣江新天地5号,美伊尔,南昌美伊尔医疗美容门诊部有限公司,32,12,20,12,127944.00元,28.650961,115.845596
1106,19212290,福州市福建省福州市鼓楼区鼓东街道八一七北路89号04室，06-08室，12-13室,福州市,福建省福州市鼓楼区鼓东街道八一七北路89号04室，06-08室，12-13室,福州华仁,福州市鼓楼区华仁医疗美容门诊有限公司,158,75,83,75,1602696.00元,26.08735,119.29933
1107,19212291,福州市福州市鼓楼区东大路6号,福州市,福州市鼓楼区东大路6号,福州格莱,福州格莱美美容医院有限公司,85,40,45,40,717535.00元,26.0871,119.30875
1108,19212292,赣州市赣州市章贡区西郊路8号,赣州市,赣州市章贡区西郊路8号,赣州长安,赣州长安医院,4,1,3,1,10000.00元,25.85836,114.92923
1109,19212293,太原市太原市小店区亲贤北街,太原市,太原市小店区亲贤北街,太原麦西,太原麦西医疗美容门诊部有限公司,11,5,6,5,68700.00元,37.823299,112.550591
1110,19212294,太原市太原市平阳路,太原市,太原市平阳路,太原欧美,太原欧美莲整形美容医院有限公司,5,1,4,1,26667.00元,37.823391,112.55262
1111,19212295,太原市太原市小店区寇庄西路百万庄园,太原市,太原市小店区寇庄西路百万庄园,太原丽景,太原市小店区丽景医疗美容诊所,15,6,9,6,82000.00元,37.812759,112.563301
1112,19212296,赣州市赣州市章贡区章江北大道40号锦路苑二层商铺B-T，1-4轴,赣州市,赣州市章贡区章江北大道40号锦路苑二层商铺B-T，1-4轴,赣州东方,章贡区东方综合门诊部,47,29,18,29,611301.00元,25.84075,114.94429
1113,19212297,郑州市郑州市中原区中原中路167号和昌大厦2号楼东配楼部分一层，二层和3-5层,郑州市,郑州市中原区中原中路167号和昌大厦2号楼东配楼部分一层，二层和3-5层,欧兰医院,郑州欧兰医疗美容医院,203,135,68,134,2644089.00元,34.74716,113.59822
1114,19212298,合肥市合肥新站区武里山路天街3b栋14层,合肥市,合肥新站区武里山路天街3b栋14层,合安可美,合肥美邦安可美美容技术咨询有限公司,82,54,28,53,879244.00元,31.91951,117.371521
1115,19212299,揭阳市揭阳市榕城区东兴卢前新区A2幢54号,揭阳市,揭阳市榕城区东兴卢前新区A2幢54号,章飞一绝,揭阳市榕城区章飞一绝美容院,26,11,15,11,193500.00元,23.482901,116.504044
1116,19212300,温州市乐清市乐成街道国贸大厦D幢13.14号店面,温州市,乐清市乐成街道国贸大厦D幢13.14号店面,乐清乐美,乐清乐成乐美医疗美容诊所,85,63,22,63,862675.00元,28.11202,120.967216
1117,19212301,重庆重庆市江北区建新北路一支路6号6-1,重庆,重庆市江北区建新西路399号10栋2-6,重庆锦美,重庆锦美医疗整形美容有限公司,9,6,3,6,87500.00元,29.576928,106.533308
1118,19212303,青岛市山东省青岛市崂山区香港东路314号弄海园A16栋,青岛市,山东省青岛市崂山区香港东路314号弄海园A16栋,鲁本沐医,青岛本沐医疗服务有限责任公司,7,5,2,4,133000.00元,36.09501,120.46989
1119,19212304,赣州市江西省赣州市长征大道6号,赣州市,江西省赣州市长征大道6号,赣州韩美,赣州韩美整形美容医院（普通合伙人）,7,3,4,3,35376.00元,25.83385,114.93482
1120,19212305,太原市太原市高新技术开发区长治路,太原市,太原市高新技术开发区长治路,太原华美,太原华美整形美容医院有限公司,5,4,1,3,27398.00元,37.784439,112.557693
1121,19212306,九江市九江市九江经济技术开发区九龙街西二路以南鹏翔大厦201、301,九江市,九江市九江经济技术开发区九龙街西二路以南鹏翔大厦201、301,九江hm,九江经济技术开发区华美医疗美容门诊部,73,39,34,38,693378.00元,29.714491,115.979637
1122,19212307,太原市太原市太榆路,太原市,太原市太榆路,太原肤康,太原肤康中医皮肤病医院有限公司,174,138,36,138,1578115.00元,37.780651,112.61586
1123,19212308,上海上海市长宁区安龙路835号,上海,上海市长宁区安龙路835号,东方丽人,上海东方丽人医疗美容门诊部,9,4,5,4,130000.00元,31.20851,121.38733
1124,19212309,湛江市湛江市麻章区麻章镇金康东路58号,湛江市,湛江市麻章区麻章镇3金康东路58号,湛江博爱,湛江麻章博爱医院,7,4,3,4,50600.00元,21.27633,110.32856
1125,19212310,无锡市无锡市县前东街31——1第二层,无锡市,无锡市县前东街31——1第二层,苗氏美容,崇安区苗氏美容院,86,53,33,53,596710.00元,31.57982,120.30117
1126,19212311,南昌市江西省南昌市青云谱区抚河南路291号上林春天花园商业综合楼101室（第1层）,南昌市,江西省南昌市青云谱区抚河南路291号上林春天花园商业综合楼101室（第1层）,南昌莱美,南昌莱美美容医院有限公司,75,39,36,39,523950.00元,28.64281,115.90213
1127,19212312,南昌市南昌市红谷滩新区万达广场A区5#商业楼-1005室（第1-2层）,南昌市,南昌市红谷滩新区万达广场A区5#商业楼-1005室（第1-2层）,蕾特恩昌,红谷滩新区蕾特恩美容院,35,17,18,16,117264.00元,28.692289,115.848824
1128,19212313,南昌市江西省南昌市西湖区沿江中大道266号皇冠国际珑SOHU（公寓1层）102室,南昌市,江西省南昌市西湖区沿江中大道266号皇冠国际珑SOHU（公寓1层）102室,南昌禾丽,南昌禾丽千伊美医疗美容门诊部,254,152,102,149,2193381.00元,28.65794,115.87457
1129,19212314,南昌市江西省南昌市西湖区洪城路878号世纪大厦-写字楼201室,南昌市,江西省南昌市西湖区洪城路878号世纪大厦-写字楼201室,南昌时光,南昌时光医疗美容门诊部有限公司,39,24,15,24,361740.00元,28.651529,115.88797
1130,19212315,衢州市浙江省衢州市衢江区振兴东路54、56、58、60号,衢州市,,衢州梵星,衢州梵星医疗美容有限公司,27,9,18,8,193000.00元,28.973594,118.962513
1131,19212316,武汉市武汉黄陂区盘龙城经济开发区楚天大道特1号,武汉市,武汉盘龙城经济开发区楚天大道特1号,鄂武悦妃,武汉悦妃医疗美容门诊部有限公司,13,2,11,2,48000.00元,30.69871,114.29819
1132,19212317,南昌市江西省南昌市青云谱区洪都大道273号,南昌市,江西省南昌市青云谱区洪都大道273号,南昌佳美,南昌佳美美容医院有限公司,18,3,15,3,54000.00元,28.6467,115.92654
1133,19212318,武汉市武汉市汉阳区汉阳大道140号闽东国际城3幢A座1002-1003室,武汉市,武汉市汉阳区汉阳大道140号闽东国际城3幢A座1002-1003室,鄂武悦美,武汉市汉阳区悦美医疗美容诊所,20,12,8,12,301724.00元,30.54985,114.26433
1134,19212319,太原市太原市迎泽区解放南路232号,太原市,太原市迎泽区解放南路232号,太原秀奈,太原秀奈尔医疗门诊部有限公司,87,61,26,61,755500.00元,37.84681,112.56015
1135,19212320,重庆重庆市渝中区重庆村55号2单元10层1号2号11层1号2号,重庆,重庆市渝中区重庆村55号2单元10层1号2号11层1号2号,美禅医疗,重庆美禅微整形医疗美容门诊部,6,0,6,0,0.00元,29.554079,106.548088
1136,19212321,芜湖市安徽省宣城市宣州区梅溪路东方润园1.2幢2-2号,芜湖市,安徽省宣城市宣州区梅溪路东方润园1.2幢2-2号,安徽华艺,宣城华艺医学美容门诊部有限公司,6,3,3,3,30560.00元,30.94121,118.746941
1137,19212322,宜春市宜春市袁州区鼓楼路9号楼9B11-12号,宜春市,宜春市袁州区鼓楼路9号楼9B11-12号,宜春蕾特,袁州区城西蕾特恩美容店,15,8,7,8,71900.00元,27.79365,114.3863
1138,19212324,成都市成都市金牛区花牌坊街168号花都财富5楼,成都市,成都市金牛区花牌坊街168号花都财富5楼,金牛熙之,成都金牛熙之医疗美容门诊部有限公司,20,7,13,7,147400.00元,30.68077,104.04541
1139,19212325,珠海市珠海市香洲区南屏镇茂丰路133号201-205商铺,珠海市,珠海市香洲区南屏镇茂丰路133号201-205商铺,珠海华美,珠海华美美容管理有限公司医疗美容门诊部,31,13,18,13,321228.00元,22.22374,113.51976
1140,19212327,汕头市汕头市龙湖区长平路90号苏宁广场2棟12楼1201号房,汕头市,汕头市龙湖区长平路90号苏宁广场2棟12楼1201号房,汕头依谋,汕头市依谋医院管理咨询有限公司,39,12,27,12,224500.00元,23.36162,116.71675
1141,19212328,赣州市赣州市章贡区文清路4号银天大厦三楼写字楼,赣州市,赣州市章贡区文清路4号银天大厦三楼写字楼,赣州俪人,赣州俪人医疗美容门诊部（普通合伙）,14,3,11,3,35800.00元,25.85068,114.9398
1142,19212329,"北京北京市朝阳区新东路8号院3号楼1层1-010,1,2,3,4,5号楼地下室-1-010；-1-011",北京,"北京市朝阳区新东路8号院3号楼1层1-010,1,2,3,4,5号楼地下室-1-010；-1-011",京美奥晶,北京美奥晶钻医疗美容诊所,1,0,1,0,0.00元,39.93836,116.45085
1143,19212330,南京市南京建邺区梦都大街150号-2,南京市,南京建邺区梦都大街150号-2,荟百颜,南京荟百颜医疗美容有限公司,8,1,7,1,3000.00元,32.01246,118.72717
1144,19212331,北京北京市朝阳区八里庄北里219号楼302局部,北京,北京市朝阳区八里庄北里219号楼302局部,京禾美嘉,北京禾美嘉医疗美容诊所有限公司,5,1,4,1,15000.00元,39.92472,116.49886
1145,19212332,惠州市惠州市惠城区河南岸小石湖演达一路好利广场3层商场08号商铺,惠州市,惠州市,伊之园,惠城区伊之园美容院,15,6,9,6,190000.00元,23.071115,114.416061
1146,19212333,天津天津市西青区中北镇紫阳道86号,天津,天津市西青区中北镇紫阳道86号,麦斯美尔,天津西青麦思美尔医疗美容门诊部,1,0,1,0,0.00元,39.11039,117.07526
1147,19212334,天津天津市河西区隆昌路86号,天津,天津市河西区隆昌路86号,津乐园,天津乐园医院,9,7,2,6,70300.00元,39.09171,117.22015
1148,19212336,怀化市湖南省怀化市鹤城区红星路722号,怀化市,湖南省怀化市鹤城区红星路722号,湘华美莱,怀化华美美莱医疗美容医院有限公司,4,2,2,2,15600.00元,27.539631,109.975677
1149,19212337,南昌市江西省南昌市青山湖区南京东路165号东方广场B栋1单元401-402室（第4层）,南昌市,江西省南昌市青山湖区南京东路165号东方广场B栋1单元401-402室（第4层）,南昌韩雅,南昌韩雅医疗美容门诊部有限公司,3,0,3,0,0.00元,28.68203,115.93334
1150,19212338,海口市海口市美兰区海府路4号海口宾馆附楼二楼,海口市,海口市美兰区海府路4号海口宾馆附楼二楼,海口红妆,海口美兰红妆医学美容门诊部,64,27,37,26,335464.00元,20.03321,110.34636
1151,19212339,海口市海南省海口市国贸大道国贸大厦c座A栋2楼,海口市,海南省海口市国贸大道国贸大厦c座A栋2楼,东湖整形,海南东湖医学美容医院,8,3,5,3,60500.00元,20.028799,110.32576
1152,19212340,福州市福建省福州市台江区上海街道菏泽新村综合楼4层,福州市,福建省福州市台江区上海街道菏泽新村综合楼4层,衡爱凝美,台江区衡爱凝隆美尔医疗美容门诊部,35,20,15,20,560270.00元,26.064569,119.288994
1153,19212341,天津天津市南开区奥城商业广场,天津,天津市南开区宾水西道与凌宾路交口西南侧奥城商业广场16-106,美联致美,天津美联致美医学美容医院有限公司,7,4,3,4,78964.00元,39.078514,117.169647
1154,19212342,台州市浙江省台州市路桥区路桥街道银座街399号,台州市,浙江省台州市路桥区路桥街道银座街399号,台蕾特恩,台州蕾特恩美容有限公司,30,21,9,21,230189.00元,28.57677,121.37856
1155,19212343,"台州市浙江省台州市路桥区路北街道洋洪村星光耀广场S141,S142号",台州市,"浙江省台州市路桥区路北街道洋洪村星光耀广场S141,S142号",香怡邦斌,台州市路桥香怡邦斌医疗美容门诊部,1,0,1,0,0.00元,28.592217,121.379764
1156,19212344,金华市义乌市稠城街道江滨北路103，105号,金华市,,义乌慕莎,义乌慕莎医疗美容门诊部,12,0,12,0,0.00元,29.30597,120.08846
