,shop_id,address,城市,company_registered_address,abbreviation,name,总计,通过数,拒绝数,接受数,接受金额,longitude,latitude
0,19211010,上海上海纽菲思,上海,,纽菲思,上海纽菲思,383,190,193,181,4572488.00元,31.289957,121.420708
1,19211014,上海上海市黄埔区瑞金南路341号,上海,上海市黄浦区瑞金南路341号东北2室部分,鲁南,上海宏津企业管理有限公司鲁南门诊部,7372,3921,3451,3797,120983729.00元,31.19744,121.46956
2,19211015,上海上海市静安区长安路1138号1－3层、404（D）、405（E）、406（F）、407室,上海,上海市静安区长安路1138号1－3层、404（D）、405（E）、406（F）、407室,玫瑰,上海玫瑰医疗美容医院,199,63,136,62,1471748.00元,31.24714,121.45186
3,19211016,上海上海市虹口区吴淞路308号1202室,上海,上海市虹口区吴淞路308号1202室,雅丰,上海雅丰医疗美容门诊部,40,31,9,30,896038.00元,31.24994,121.48973
4,19211017,上海上海美立方医疗美容医院,上海,,美立方,上海美立方医疗美容医院,1514,690,824,655,20790869.00元,31.21324,121.43174
5,19211018,上海上海伊尔美港华医疗美容医院有限公司,上海,,港华,上海伊尔美港华医疗美容医院有限公司,369,113,256,112,7678818.00元,31.2136,121.429001
6,19211019,上海上海长宁区华山路1358号,上海,杨浦区国顺东路222号,瑞欧,上海瑞欧医疗美容门诊部有限公司,3137,1772,1365,1745,56956630.00元,31.20839,121.43272
7,19211020,上海上海丽质医疗美容门诊部有限公司,上海,,丽质,上海丽质医疗美容门诊部有限公司,118,26,92,26,713070.00元,31.26837,121.539543
8,19211021,上海上海市长宁区天山路919号3楼302号商铺,上海,上海市长宁区天山路919号3楼302号商铺,美姿,上海美姿医疗美容门诊部有限公司,476,230,246,220,7019048.00元,31.21084,121.40476
9,19211022,上海上海古北悦丽医疗美容诊所有限公司,上海,,古北,上海古北悦丽医疗美容诊所有限公司,1852,840,1012,831,24194340.00元,31.20717,121.399048
10,19211023,北京北京市朝阳区东直门外大街12号,北京,北京市朝阳区东直门外大街12号,薇琳,北京薇琳医疗美容医院有限公司2,56,2,54,2,71720.00元,39.94104,116.45392
11,19211024,上海上海市徐汇区新乐路167号甲,上海,上海市徐汇区新乐路167号甲,悦薇堂,上海悦薇堂医疗美容门诊部有限公司,507,277,230,270,7941160.00元,31.21686,121.45316
12,19211025,上海上海伊莱美医疗美容医院有限公司,上海,,伊莱美,上海伊莱美医疗美容医院有限公司,1400,759,641,736,20102570.00元,31.24189,121.459427
13,19211026,上海上海宏仁医疗美容诊所有限公司,上海,,宏仁,上海宏仁医疗美容诊所有限公司,19,0,19,0,0.00元,31.20006,121.414742
14,19211027,上海上海自由贸易区源深路155号,上海,上海自由贸易区源深路155号,华美,上海华美医疗美容医院有限公司,701,263,438,262,5492062.00元,31.23934,121.53073
15,19211029,上海上海市徐汇区漕溪北路88号201、202、203、204、205室,上海,上海市徐汇区漕溪北路88号201、202、203、204、205室,伯思立,上海伯思立医疗美容门诊部有限公司,125,35,90,34,797835.00元,31.19198,121.437073
16,19211030,苏州市苏州市南环东路10号2幢102室,苏州市,苏州市南环东路10号2幢102室,苏州薇琳,苏州薇琳美容医院有限公司,432,237,195,234,4075243.00元,31.28045,120.63843
17,19211031,上海上海新医联门诊部有限公司,上海,,新医联,上海新医联门诊部有限公司,19,8,11,8,99560.00元,31.24555,121.481781
18,19211032,上海上海市徐汇区番禺路752号2-3层,上海,上海市徐汇区番禺路752号2-3层,俏佳人,上海俏佳人医疗美容门诊部股份有限公司,214,93,121,90,2481100.00元,31.19846,121.42878
19,19211033,上海上海绿叶爱丽美娇美医疗美容门诊部有限公司,上海,,爱丽美,上海绿叶爱丽美娇美医疗美容门诊部有限公司,45,10,35,9,281000.00元,31.26837,121.539543
20,19211034,杭州市杭州市下城区环城北路97、101、105、107号1-3层,杭州市,杭州市下城区环城北路97、101、105、107号1-3层,维多利亚,杭州维多利亚医疗美容医院有限公司,479,352,127,350,5873839.00元,30.274498,120.180608
21,19211035,杭州市杭州市江干区解放东路29号迪凯银座16楼,杭州市,杭州市江干区解放东路29号迪凯银座16楼,億美,杭州億美医疗美容诊所有限公司,205,71,134,69,1598700.00元,30.24172,120.21154
22,19211036,上海上海第九人民医院 眼科,上海,,九院眼科,上海第九人民医院 眼科,2,2,0,2,12620.70元,31.202761,121.485489
23,19211037,上海黄浦区陆家浜路719号,上海,黄浦区陆家浜路719号,明桥,上海明桥医疗美容门诊部有限公司,756,385,371,379,10857317.00元,31.213,121.49443
24,19211038,上海伊犁南路111号3楼-4楼,上海,上海市闵行区伊犁南路111号3楼-4楼,韩镜,上海韩镜医疗美容医院有限公司,2128,1035,1093,1021,27950551.00元,31.1912,121.4038
25,19211039,上海上海市巨鹿路889号4号楼,上海,上海市巨鹿路889号4号楼,上海容妍,上海容妍医院管理有限公司,2177,1272,905,1257,37140860.00元,31.21837,121.44834
26,19211040,上海上海市长宁区镇宁路9号九尊大厦4楼,上海,上海市长宁区镇宁路9号1幢4楼ABC室,上海百禾,上海百禾医疗美容门诊部有限公司,233,114,119,103,3148800.00元,31.21493,121.43867
27,19211041,上海上海市杨浦区佳木斯路359号一层,上海,上海市杨浦区佳木斯路359号一层,上海名媛,上海名媛医疗美容门诊部有限公司,418,199,219,190,4626700.00元,31.29356,121.53494
28,19211042,上海上海市杨浦区三门路168号底层,上海,上海市杨浦区三门路168号底层,法思荟,上海法思荟医疗美容门诊部有限公司,105,22,83,22,664400.00元,31.31134,121.51088
29,19211043,上海上海市普陀区金沙江路1989号,上海,上海市普陀区金沙江路1989号101、201-204室,上海翔茂,上海翔茂医疗美容门诊部有限公司,254,127,127,120,3343100.00元,31.23492,121.37254
30,19211044,上海上海市静安区江宁路396号2层,上海,上海市静安区江宁路396号2层,上海星采,上海星采医疗美容门诊部有限公司,467,277,190,260,7023460.00元,31.23416,121.45304
31,19211045,上海上海市静安区华山路328号4层,上海,上海市静安区华山路328号4层,上海瑰康,上海瑰康医疗美容门诊部有限公司,857,320,537,308,7457080.00元,31.21825,121.44611
32,19211046,上海上海市普陀区大渡河路1933号,上海,上海市普陀区大渡河路1933号,上海宏康,上海宏康医院有限公司,153,73,80,72,1475320.00元,31.25612,121.39795
33,19211047,上海上海市静安区万航渡路799号2楼,上海,上海市静安区万航渡路799号2楼,上海颜梦,上海颜梦医疗美容门诊部,37,4,33,4,120000.00元,31.227936,121.43064
34,19211048,上海上海市静安区北京西路968号602-605室,上海,上海市静安区北京西路968号602-605室,瑞柏恩,上海瑞柏恩医疗美容门诊部有限公司,439,219,220,208,5112460.00元,31.23121,121.45597
35,19211049,上海上海市浦东新区东明路2100号S107、S108室,上海,,上海德媛,上海德媛医疗美容门诊部有限公司,4,0,4,0,0.00元,31.15602,121.51701
36,19211050,上海徐汇区吴中路2号,上海,,上海万众,上海万众医院有限公司,531,200,331,196,5114200.00元,31.18927,121.42084
37,19211052,上海上海市虹口区同丰路667弄87号3区-1号,上海,上海市虹口区同丰路667弄87号3区-1号,上海力信,上海力信医疗美容诊所有限公司,5,3,2,3,74960.00元,31.273333,121.467893
38,19211053,上海上海市嘉定区沪西医院有限公司,上海,,上海沪西,上海市嘉定区沪西医院有限公司,3122,1919,1203,1881,52002610.00元,31.2512,121.369072
39,19211055,上海上海市长宁区凯旋路399号3幢1-2层,上海,上海市长宁区凯旋路399号3幢1-2层,上海圣汇,上海圣汇医疗美容门诊部有限公司,1625,846,779,835,22052120.00元,31.21532,121.41604
40,19211056,上海上海市徐汇区宜山路333号1幢105室,上海,上海市徐汇区宜山路333号1幢105室,上海颜范,上海颜范医疗美容门诊部有限公司,211,134,77,133,3583900.00元,31.18794,121.42958
41,19211057,上海上海市浦东新区浦东南路1088号4楼,上海,中国（上海）自由贸易试验区浦东南路1078号4F20、21室,上海洁铭,上海洁铭医疗美容门诊部有限公司,33,15,18,15,290394.00元,31.22821,121.51559
42,19211058,上海长宁区中山西路339号,上海,长宁区中山西路339号,上海天大,上海天大医疗美容医院有限公司,262,124,138,120,2510747.00元,31.21607,121.41153
43,19211059,上海上海市徐汇区漕宝路38号1幢二十八楼,上海,上海市徐汇区漕宝路38号1幢二十八楼,上海医颜,上海医颜医疗美容门诊部有限公司,79,50,29,48,1212866.00元,31.16795,121.43031
44,19211060,上海上海市静安区江宁路188号16楼,上海,上海市静安区江宁路188号16楼,上海迪蔻,上海迪蔻医疗美容门诊部有限公司,350,134,216,132,3162800.00元,31.23111,121.45494
45,19211061,上海虹口区四平路776号,上海,虹口区四平路776号,上海美联,上海美联臣医疗美容医院有限公司,327,136,191,133,3454172.00元,31.27233,121.49897
46,19211062,上海徐汇区华石路75.77号,上海,上海市徐汇区华石路75、77号,赛美瑞,上海赛美瑞医疗美容门诊部有限公司,1423,767,656,756,19783382.00元,31.17771,121.43132
47,19211063,上海上海市奉贤区南桥镇环城东路1148号,上海,,上海奉浦,上海奉浦医院有限公司,172,95,77,87,1850506.00元,30.91931,121.46733
48,19211064,上海上海市浦东新区金高路2388号1幢109-111室、301-306室,上海,上海市浦东新区金高路2388号1幢109-111室、301-306室,诺诗雅,上海诺诗雅医疗美容医院有限公司,199,102,97,101,2514460.00元,31.26013,121.60592
49,19211065,上海上海市徐汇区漕宝路111号二楼,上海,上海市徐汇区漕宝路111号二楼,上海澳雅,上海澳雅医疗美容门诊部有限公司,1564,927,637,912,24055130.00元,31.16778,121.42419
50,19211070,上海新泾路118号,上海,新泾路118号,上海南山,上海南山医院有限公司,738,383,355,374,9871700.00元,31.24555,121.481781
51,19211071,上海上海市松江区西林北路353号,上海,上海市松江区西林北路355号,茸城医院,上海茸城医院有限公司,14,6,8,6,108518.00元,31.011087,121.221614
52,19211072,杭州市杭州市莫干山路759号,杭州市,杭州市拱墅区,杭州天大,杭州天大皮肤病医院有限公司,34,9,25,9,102970.00元,30.29837,120.13672
53,19211073,杭州市杭州市江干区钱江国际时代广场3棟104，201-1-4室,杭州市,杭州,杭州璟颜,杭州圣忻医疗美容门诊部有限公司,158,87,71,86,2244120.00元,30.24037,120.20517
54,19211074,上海延安西路1773号,上海,延安西路1773号,美之源,上海美之源整形外科医院有限公司,1,0,1,0,0.00元,31.205993,121.411475
55,19211075,上海嘉定区曹安公路1352号,上海,嘉定区曹安公路1352号,上海肤康,上海肤康医院有限公司,29,12,17,12,243200.00元,31.25034,121.3775
56,19211076,上海淮海西路282号,上海,淮海西路282号,上海港华,上海港华医院,870,403,467,396,10030042.00元,31.19996,121.42901
57,19211077,杭州市杭州市江干区庆春东路80-3号，紫晶商务城2幢202室、302室,杭州市,杭州,杭州世彩,杭州世彩医疗美容诊所有限公司,116,73,43,72,1636360.00元,30.25782,120.19212
58,19211078,杭州市杭州市下城区环城北路208杭州大厦C座506,杭州市,杭州市下城区环城北路208号CZ506,杭州微蔻,杭州微蔻医疗美容诊所有限公司,16,7,9,7,123600.00元,30.27366,120.16169
59,19211079,杭州市杭州市上城区庆春路225号西湖时代广场3楼,杭州市,杭州市上城区庆春路225号西湖时代广场3楼,杭芭黎雅,杭州芭黎雅医疗美容门诊部有限公司,117,41,76,41,862980.00元,30.25802,120.16156
60,19211080,杭州市杭州市上城区长生路60号、湖滨路46号292室,杭州市,杭州,杭州瓒美,杭州苹佳瓒美医疗美容门诊部有限公司,166,52,114,49,990080.00元,30.25791,120.15988
61,19211081,上海上海浦东新区民生路1399号4楼,上海,上海浦东新区民生路1399号4楼,上海光博,上海光博士医疗美容门诊部有限公司,411,231,180,227,5094272.00元,31.22396,121.55068
62,19211082,上海上海市黄浦区顺昌路622号2号楼,上海,上海市黄浦区顺昌路622号2号楼,万安医疗,上海万安医疗美容门诊部,341,163,178,160,4465248.00元,31.21087,121.47973
63,19211083,杭州市杭州市下城区新华路双眼井巷20号,杭州市,,杭州珀丽,杭州珀丽医疗美容诊所有限公司,81,33,48,33,732800.00元,30.26278,120.17623
64,19211084,上海上海市杨浦区秦皇岛路32号,上海,杨浦区,首尔丽格,上海首尔丽格医疗美容医院有限公司,40,13,27,12,302500.00元,31.25045,121.51655
65,19211085,上海上海市普陀区中山北路3553号伸大厦4楼404,上海,上海市普陀区中山北路3553号伸大厦4楼404,上海微蓝,上海微蓝医疗美容门诊部有限公司,276,159,117,155,3835272.00元,31.22928,121.40966
66,19211086,上海上海市徐汇区老沪闵路668号302室,上海,上海市徐汇区老沪闵路668号302室,李月辉,上海李月辉医疗美容外科诊所有限公司,77,43,34,43,871716.00元,31.14524,121.42907
67,19211087,上海长宁区武夷路447号,上海,长宁区武夷路447号,上海美仑,上海美仑医疗美容门诊部有限公司,1421,862,559,848,23894808.00元,31.21293,121.42091
68,19211088,重庆重庆市江北区建北一支路8号裙楼3228号,重庆,重庆市江北区建北一支路8号裙楼3228号,渝光博士,重庆光博士医疗美容门诊部（有限合伙）,9,4,5,4,39276.00元,29.57459,106.53383
69,19211089,上海上海市昆明路518号北美广场A座104-107,上海,上海,上海星媛,上海星媛医疗美容门诊部有限公司,46,28,18,28,468400.00元,31.26028,121.51278
70,19211090,成都市成都市武侯区长益东二路35号,成都市,四川成都市武侯区长益东二路35、37、39号（丽府）1栋201号,成都武侯,成都武侯华颜医疗美容门诊部有限公司,2,2,0,1,20000.00元,30.62203,104.03191
71,19211091,上海上海静安区江宁路818号,上海,上海静安区江宁路818号,上海薇琳,上海薇琳医疗美容医院有限公司,467,277,190,267,6003000.00元,31.23945,121.44819
72,19211100,上海上海市静安区大宁路701号9楼,上海,上海市静安区大宁路701号9楼,沪灵之水,上海灵之水医疗美容门诊部有限公司,63,26,37,24,533020.00元,31.271799,121.445436
73,19211104,杭州市杭州市西湖区灵溪北路5号,杭州市,杭州市西湖区灵溪北路5号,杭州西美,杭州西美健康管理有限公司灵溪北路医疗美容诊所,6,1,5,1,6650.00元,30.26339,120.09835
74,19211107,上海上海光博士医疗美容门诊部有限公司2,上海,,光博士2,上海光博士医疗美容门诊部有限公司2,124,70,54,70,1658700.00元,31.224091,121.550697
75,19211108,苏州市苏州市南环东路919号,苏州市,苏州市南环东路919号,苏州立方,苏州美立方医疗美容有限公司,407,269,138,264,5118158.00元,31.27982,120.6296
76,19211109,上海上海普陀区长寿路818弄56号、58号1-2层,上海,上海普陀区长寿路818弄56号、58号1-2层,逆时针,上海逆时针医疗美容门诊部有限公司,36,21,15,21,415933.00元,31.23583,121.43045
77,19211110,重庆重庆市渝中区较场口87号B区二楼,重庆,重庆市渝中区较场口87号B区二楼,德艺阿蓝,重庆德艺阿蓝医疗美容门诊部有限公司,56,14,42,14,342550.00元,29.55356,106.5755
78,19211111,上海中国（上海）自由贸易试验区商城路800号（斯米克大厦）,上海,中国（上海）自由贸易试验区商城路800号（斯米克大厦）,上海美美,上海美美医疗美容门诊部有限公司,15,11,4,11,285000.00元,31.23017,121.51977
79,19211113,宁波市宁波市海曙区和义路91-7号,宁波市,宁波市海曙区和义路91-7号,宁波海曙,宁波海曙爱美丽友好医疗投资咨询有限公司,2,1,1,1,20000.00元,29.87409,121.55359
80,19211114,重庆重庆市北部新区留云路1号附21号,重庆,重庆市北部新区留云路1号附21号,玛利亚,重庆玛利亚美萌医疗美容门诊部有限公司,23,17,6,17,275038.00元,29.6503,106.56492
81,19211115,重庆重庆市渝中区时代天街16号1栋10-9,重庆,重庆市渝中区时代天街16号1栋10-9,张瑜医美,渝中区张瑜医疗美容诊所,7,2,5,2,20000.00元,29.539299,106.511002
82,19211116,重庆重庆市渝北区龙溪街道金山路17号附3号国宾城商业风情街1-商2,重庆,重庆市渝北区龙溪街道金山路17号附3号国宾城商业风情街1-商2,奥丽整形,重庆奥丽医疗管理有限责任公司,4,2,2,2,47000.00元,29.597398,106.525186
83,19211117,重庆沙坪坝区沙滨路8号附59-62号,重庆,沙坪坝区沙滨路8号附59-62号,玺悦台,重庆沙坪坝玺悦台医疗美容门诊有限公司,58,24,34,24,585969.00元,29.55313,106.48394
84,19211118,重庆重庆市江北区建新北路38号3栋36-7至36-10,重庆,重庆市江北区建新北路38号3栋36-7至36-10,江北精美,江北精美医疗美容诊所,60,37,23,37,701915.00元,29.58351,106.52846
85,19211120,杭州市杭州滨江区长河街道江汉路1785号网新双城1幢2403室,杭州市,杭州滨江区长河街道江汉路1785号网新双城1幢2403室,杭冠美医,杭州冠美医疗美容诊所有限公司,179,94,85,91,2282089.00元,30.20712,120.20133
86,19211121,重庆重庆市渝中区瑞天路128号第4层402.第5层502号,重庆,重庆市渝中区瑞天路128号第4层402.第5层502号,勤天医疗,重庆勤天医疗美容诊所有限公司,25,12,13,12,260400.00元,29.55309,106.50959
87,19211122,重庆渝中区民权路88号日月光中心广场2楼2017,重庆,渝中区民权路88号日月光中心广场2楼2017,星天地,渝中区星天地医疗美容诊所,4,1,3,1,10000.00元,29.55443,106.5728
88,19211123,上海上海,上海,上海,沪盈美,上海盈美医疗美容门诊部有限公司,29,13,16,12,220728.00元,31.40527,121.48941
89,19211125,苏州市苏州工业园区瑞芙臣医疗美容诊所有限公司,苏州市,,瑞芙臣,苏州工业园区瑞芙臣医疗美容诊所有限公司,35,22,13,22,272318.00元,31.261761,120.596092
90,19211126,重庆重庆市经开区南城大道249号3楼,重庆,重庆市经开区南城大道249号3楼,远大整形,重庆远大中西医结合医院有限公司,16,4,12,3,54000.00元,29.52297,106.55722
91,19211127,重庆重庆市渝中区时代天街1号2栋6-2至6-8,重庆,重庆市渝中区时代天街1号2栋6-2,术妍,渝中区术妍医疗美容诊所,38,20,18,20,382600.00元,29.540352,106.513996
92,19211128,"重庆重庆市九龙坡区谢家湾正街55号26幢-14,15号",重庆,九龙坡区谢家湾翁明飞医疗美容诊所,翁明飞,九龙坡区谢家湾翁明飞医疗美容诊所,12,1,11,1,13600.00元,29.51736,106.52256
93,19211130,苏州市苏州工业园区通园路339号1幢102.103室,苏州市,苏州工业园区通园路339号1幢102.103室,苏州玛汀,苏州工业园区玛汀医疗美容诊所有限公司,14,11,3,11,250800.00元,31.28675,120.66535
94,19211131,苏州市苏州千叶莲医疗美容门诊部,苏州市,,千叶莲,苏州千叶莲医疗美容门诊部,2,1,1,1,20000.00元,30.90251,120.670021
95,19211132,重庆重庆市渝中区时代天街2号2幢11-9至11#,重庆,重庆市渝中区时代天街2号2幢11-9至11#,徐少群,渝中区徐少群医疗美容诊所,2,1,1,1,15000.00元,29.538179,106.512711
96,19211133,重庆重庆市南岸区南坪街道珊瑚路6号2栋负1层店面40,重庆,重庆市南岸区南坪街道珊瑚路6号2栋负1层店面40,志权医疗,南岸曾志权医疗美容诊所,56,31,25,30,469300.00元,29.52666,106.56738
97,19211134,杭州市杭州市江干区钱江国际时代广场2幢1803室,杭州市,杭州市江干区钱江国际时代广场2幢1803室,杭伊琳健,杭州伊琳健康咨询有限公司城星路医疗美容诊所,11,4,7,3,55200.00元,30.24037,120.20517
98,19211136,无锡市无锡市滨湖区梁溪路996号,无锡市,无锡市滨湖区梁溪路996号,苏曼陀罗,无锡曼陀罗美容医院有限公司,128,55,73,53,1029073.00元,31.55599,120.2332
99,19211140,"重庆南岸区珊瑚路1号1,6单元2层办公1号",重庆,"南岸区珊瑚路1号1,6单元2层办公1号",艾美鼻,南岸区袁金学医疗美容诊所,1,0,1,0,0.00元,29.52656,106.56754
100,19211141,重庆重庆市渝北区龙塔街道红黄路121号附14号,重庆,重庆市渝北区龙塔街道红黄路121号附14号,珂琳雅,渝北珂琳雅丁勤医疗美容诊所,57,18,39,18,361010.00元,29.590737,106.535368
101,19211142,苏州市苏州圣爱医院有限公司,苏州市,苏州高新区金山路36号,圣爱1,苏州圣爱医院有限公司2,284,194,90,188,3546952.00元,31.29921,120.567299
102,19211143,苏州市苏州高新区金山路36号,苏州市,苏州高新区金山路36号,圣爱医院,苏州圣爱医院有限公司3,10,8,2,8,130000.00元,31.29697,120.55884
103,19211144,苏州市苏州市吴中区木渎镇丹枫路289-4号,苏州市,苏州市吴中区木渎镇丹枫路289-4号,立志医疗,苏州吴中木渎傅立志医疗美容诊所(普通合伙),344,218,126,215,3402000.00元,31.254561,120.545678
104,19211145,苏州市苏州工业园区东环路658号3幢101 102 103 104,苏州市,苏州工业园区东环路658号3幢101 102 103 104,华美美容,苏州芘丽芙华美美容医院有限公司,415,170,245,168,2900043.00元,31.29781,120.65439
105,19211146,苏州市苏州高新区狮山路199号1幢23层,苏州市,苏州高新区狮山路199号1幢23层,曼陀罗,苏州曼陀罗医疗美容门诊部有限公司,80,47,33,44,632120.00元,31.29277,120.5588
106,19211147,重庆重庆市渝中区北区路51号附3号2-1,重庆,重庆市渝中区北区路51号附3号2-1,星范丽格,重庆星范丽格医疗美容有限公司,5,0,5,0,0.00元,29.560803,106.554422
107,19211149,重庆重庆市江北区北城天街11号附1号3-1,重庆,重庆市江北区北城天街11号附1号3-1,美仑美奂,重庆美仑美奂整形美容医院有限公司,1038,777,261,773,10704848.00元,29.57987,106.53496
108,19211150,杭州市杭州市江干区秋涛北路33号佰富时代中心2幢4层413、415、417、419室,杭州市,杭州市江干区秋涛北路33号佰富时代中心2幢4层413、415、417、419室,杭清吟健,杭州清吟健康管理有限公司秋涛北路医疗美容诊所,46,31,15,31,701231.00元,30.291834,120.19879
109,19211151,成都市成都市武侯区科华北路65号世外桃源广场,成都市,成都市武侯区科华北路69号B座20层,俏佳人,成都武侯一美医疗美容门诊有限公司,4,2,2,2,40000.00元,30.63065,104.07657
110,19211152,上海上海市黄浦区龙华东路868号3-402,上海,上海市黄浦区龙华东路868号3-402,沪颜之梦,上海颜之梦医疗美容门诊部有限公司,174,103,71,100,2651490.00元,31.192803,121.472402
111,19211153,南京市南京市秦淮区中山东路198号2201室,南京市,南京市秦淮区中山东路198号2201室,宁克拉美,南京克拉美医疗科技有限公司,36,15,21,13,225000.00元,32.04078,118.79362
112,19211154,重庆重庆市渝中区时代天街1号1栋20-8#,重庆,重庆市渝中区时代天街1号1栋20-8#,美宁美凝,重庆美宁美凝医疗美容有限公司,10,4,6,4,72170.00元,29.540352,106.513996
113,19211155,南京市南京市玄武区珠江路655号,南京市,珠江路655号,南京华美,南京华美美容医院有限公司,171,109,62,107,1950708.00元,32.04617,118.80573
114,19211156,南京市虎踞南路100号,南京市,虎踞南路100号建宇大厦,维多利亚,南京维多利亚美容医院有限公司,300,161,139,161,2323720.00元,32.03096,118.76931
115,19211157,杭州市杭州市拱墅区教工路596号,杭州市,杭州市拱墅区教工路596号,杭时光医,杭州时光医疗美容医院有限公司,553,391,162,390,7363060.00元,30.2977,120.13454
116,19211158,成都市成都市金牛区肖家村二巷89号附11号1层,成都市,成都市金牛区肖家村二巷89号附11号1层,僮颜整形,成都金牛僮颜医疗美容诊所有限公司,84,48,36,47,932527.00元,30.68832,104.07618
117,19211159,杭州市西湖区西溪新座7幢1号门二层商铺4号,杭州市,西湖区西溪新座7幢1号门二层商铺4号,婵之媛,杭州婵之媛医疗美容诊所有限公司,1,1,0,1,17000.00元,30.267574,120.11095
118,19211160,武汉市洪山区珞喻路95号融科珞瑜中心T1栋3层商1室,武汉市,洪山区珞喻路95号融科珞喻路95号T1栋3层商1室,鄂德美医,武汉洪山区德美医疗美容门诊部有限公司,390,196,194,195,3383181.00元,30.52121,114.36821
119,19211161,杭州市杭州市滨江区江虹路1750号信雅达国际创意中心3楼,杭州市,杭州市滨江区江虹路1750号信雅达国际创意中心3楼,芯美昕,杭州芯美昕医疗美容门诊部有限公司,74,31,43,31,760600.00元,30.20865,120.1981
120,19211162,重庆重庆市江北区洋河一路68号1栋13楼,重庆,重庆市江北区洋河一路68号1栋13-2,皇仕口腔,重庆皇仕口腔门诊部有限公司,135,117,18,114,1313053.00元,29.558937,106.5273
121,19211163,杭州市西湖区古墩路83号,杭州市,西湖区古墩路83号,丽尚,杭州丽尚医疗美容门诊部有限公司,11,2,9,2,38800.00元,30.27013,120.10096
122,19211164,重庆重庆市渝中区八一路108号第3-5层,重庆,重庆市渝中区八一路108号第3-5层,渝铜雀台,重庆新铜雀台整形美容医院有限公司,930,692,238,683,9380498.00元,29.55792,106.57835
123,19211165,成都市成都市新都区新都街道马超东路380号新都国际广场2-608号,成都市,成都市新都区新都街道马超东路380号新都国际广场2-608号,卓美色,成都卓美色医疗美容诊所有限公司,55,41,14,41,517790.00元,30.80929,104.18415
124,19211166,苏州市苏州市姑苏区福运路198号常润大厦501室,苏州市,苏州市姑苏区福运路198号常润大厦501室,泰美丽,苏州姑苏区泰美丽医疗美容诊所有限公司,72,38,34,36,609714.00元,31.27107,120.59123
125,19211167,苏州市张家港市杨舍镇步行街96-110室,苏州市,,康丽医院,张家港康丽专科医院有限公司1,2,0,2,0,0.00元,31.86264,120.515556
126,19211168,苏州市苏州市宝带西路1155号3幢3层,苏州市,苏州市宝带西路1155号3幢3层,常春藤,苏州常春藤医疗美容有限公司,91,42,49,42,845869.00元,31.26475,120.60036
127,19211169,南京市秦淮区洪武路396号,南京市,秦淮区洪武路396号,南京韩辰,南京韩辰医院,873,452,421,429,9502181.00元,32.02938,118.78613
128,19211170,南京市南京市江宁区东山街道金箔路468号江宁女人街E区,南京市,南京市江宁区东山街道金箔路468号江宁女人街E区,宁亚韩,南京江宁亚韩美容医院有限公司,59,30,29,30,583420.00元,31.9473,118.85239
129,19211171,重庆重庆市渝中区临江支路28号负1.1.2.3层,重庆,重庆市渝中区临江支路28号负1.1.2.3层,联合丽格,重庆联合丽格美容医院有限公司,36,20,16,19,253810.00元,29.56088,106.57863
130,19211172,武汉市武汉市江汉区建设大道434号,武汉市,武汉市江汉区建设大道436号志顺.中央华府1栋1层1-3室、2层1-2室、3层,鄂艺龄医,武汉艺龄医疗美容医院有限公司,659,437,222,435,8970138.00元,30.59112,114.25896
131,19211173,南京市南京市秦淮区洪武路288号,南京市,南京市秦淮区洪武路288号,宁康美,南京康美美容医院有限公司,696,511,185,505,9359813.00元,32.03252,118.78662
132,19211174,重庆重庆市渝中区中山一路181号观音岩大厦2楼,重庆,重庆市渝中区中山一路181号观音岩大厦2楼,重庆军美,重庆军美医疗整形美容门诊部（有限合伙）,320,198,122,194,2470065.00元,29.555458,106.559873
133,19211175,杭州市杭州市建国北路289-2号,杭州市,杭州市建国北路289-2号,丽星整形,杭州丽星医疗美容诊所有限公司,225,75,150,74,1767669.00元,30.26515,120.18049
134,19211176,杭州市杭州市西湖区灵犀北路21号1幢底商7号二层、8号一、二层,杭州市,杭州市西湖区灵犀北路21号1幢底商7号二层、8号一、二层,杭州静娇,杭州静娇健康管理有限公司灵溪北路医疗美容诊所,20,15,5,15,249430.00元,30.261641,120.099663
135,19211177,成都市成都市成华区羊子山路68号4栋2单元20层19号,成都市,成都市成华区羊子山路68号4栋2单元20层19号,艾菲尔,成都艾斐尔健康管理有限公司,54,26,28,26,687800.00元,30.701881,104.095287
136,19211178,重庆重庆市渝中区大同路16号平街第三层,重庆,重庆市渝中区大同路16号平街第三层,曾曾医疗,渝中区曾曾医疗美容诊所,5,4,1,4,45800.00元,29.55754,106.57321
137,19211179,杭州市杭州市上城区婺江路319号,杭州市,杭州市上城区婺江路319号一楼102室、二楼201室、三楼,杭州甄美,杭州甄美医疗美容医院有限公司,173,101,72,99,1580911.00元,30.23237,120.19508
138,19211180,成都市成都锦江区庆云南街69号红星国际2号楼 412,成都市,成都锦江区庆云南街69号红星国际2号楼412-415号,川今妃医,成都今妃医学美容诊所（普通合伙）,1,0,1,0,0.00元,30.66116,104.0863
139,19211181,深圳市深圳市龙华新区民治街道民旺路10号,深圳市,深圳市龙华新区民治街道民旺路10号,深圳华美,深圳市龙华区美客华美门诊部,26,13,13,13,116540.00元,22.62241,114.03899
140,19211182,武汉市洪山区珞喻路街道口百脑汇31楼,武汉市,洪山区珞喻路10号群光二期写字楼31层01-08.23-24号,鄂伊莱美,武汉伊莱美医疗美容门诊部有限公司,1469,1092,377,1084,23004828.00元,30.525311,114.35688
